"uri","name","genres","followers","popularity","image_url"
"spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","Ed Sheeran","Pop",111416419,91,"https://i.scdn.co/image/ab6761610000e5eb9e690225ad4445530612ccc9"
"spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","Pop",89788209,90,"https://i.scdn.co/image/ab6761610000e5ebcdce7620dc940db079bf4952"
"spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","Pop",79583681,89,"https://i.scdn.co/image/ab6761610000e5ebd8b9980db67272cb4d2c3daf"
"spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","Pop, Hip-Hop",74636510,96,"https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9"
"spotify:artist:4YRxDV8wJFPHPTeXepOstw","Arijit Singh","Pop",74442196,88,"https://i.scdn.co/image/ab6761610000e5eb0261696c5df3be99da6ed3f3"
"spotify:artist:06HL4z0CvFAxyc27GXpf02","Taylor Swift","Pop",72646715,100,"https://i.scdn.co/image/ab6761610000e5eb5a00969a4698c3132a15fbb0"
"spotify:artist:1uNFoZAHBGtllmzznpCI3s","Justin Bieber","Pop",71434988,90,"https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36"
"spotify:artist:7dGJo4pcD2V6oG8kP0tJRR","Eminem","Hip-Hop",69460519,92,"https://i.scdn.co/image/ab6761610000e5eba00b11c129b27a88fc72f36b"
"spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX","BTS","Pop",63942413,90,"https://i.scdn.co/image/ab6761610000e5eb5704a64f34fe29ff73ab56bb"
"spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","Pop, R&B",63593728,97,"https://i.scdn.co/image/ab6761610000e5eb01b9b4ec2a05d0805428acfa"
"spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","Rihanna","Pop",54628296,91,"https://i.scdn.co/image/ab6761610000e5eb99e4fca7c0b7cb166d915789"
"spotify:artist:4dpARuHxo51G3z768sgnrY","Adele","Pop",47783738,86,"https://i.scdn.co/image/ab6761610000e5eb68f6e5892075d7f22615bd17"
"spotify:artist:0du5cEVh5yTK9QJze8zA0C","Bruno Mars","Pop",47762222,88,"https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd"
"spotify:artist:53XhwfbYqKCa1cC15pYq2q","Imagine Dragons","Pop, Rock",47239222,88,"https://i.scdn.co/image/ab6761610000e5eb920dc1f617550de8388f368e"
"spotify:artist:1dfeR4HaWDbWqFHLkxsg1d","Queen","Rock",46312898,85,"https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982"
"spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","Coldplay","Pop",43537892,89,"https://i.scdn.co/image/ab6761610000e5eb989ed05e1f0570cc4726c2d3"
"spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","Pop",41788925,86,"https://i.scdn.co/image/ab6761610000e5eba5205abffd84341e5bace828"
"spotify:artist:7n2wHs1TKAczGzO7Dd2rGr","Shawn Mendes","Pop",41378267,84,"https://i.scdn.co/image/ab6761610000e5eb46e7a06fa6dfefaed6a3f0db"
"spotify:artist:15UsOTVnJzReFVN1VCnxy4","XXXTENTACION","Hip-Hop",41325214,87,"https://i.scdn.co/image/ab6761610000e5ebf0c20db5ef6c6fbe5135d2e4"
"spotify:artist:246dkjvS1zLTtiykXe5h60","Post Malone","Pop",40386661,89,"https://i.scdn.co/image/ab6761610000e5eb6be070445b03e0b63147c2c1"
"spotify:artist:04gDigrS5kc9YWfZHwBETP","Maroon 5","Pop",40301460,86,"https://i.scdn.co/image/ab6761610000e5eb288ac05481cedc5bddb5b11b"
"spotify:artist:41MozSoPIsD1dJM0CLPjZF","BLACKPINK","Pop",39972475,86,"https://i.scdn.co/image/ab6761610000e5ebc9690bc711d04b3d4fd4b87c"
"spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Dua Lipa","Pop",39499286,87,"https://i.scdn.co/image/ab6761610000e5ebd42a27db3286b58553da8858"
"spotify:artist:1i8SpTcr7yvPOmcqrbnVXY","Ozuna","Pop",36453030,88,"https://i.scdn.co/image/ab6761610000e5eb39ce949d62ff47fc1de1a2d9"
"spotify:artist:64KEffDW9EtZ1y2vBYgq8T","Marshmello","Pop",35037141,84,"https://i.scdn.co/image/ab6761610000e5eb41e4a3b8c1d45a9e49b6de21"
"spotify:artist:6vWDO969PvNqNYHIOW5v0m","Beyoncé","Pop, R&B",34323425,86,"https://i.scdn.co/image/ab6761610000e5eb12e3f20d05a8d6cfde988715"
"spotify:artist:1r4hJ1h58CWwUQe3MxPuau","Maluma","Pop",33677079,84,"https://i.scdn.co/image/ab6761610000e5eb97f34ae2feea70209fa385c4"
"spotify:artist:4VMYDCV2IEDYJArk749S6m","Daddy Yankee","Hip-Hop",32447990,88,"https://i.scdn.co/image/ab6761610000e5ebb00a14e06b6bce10b078d754"
"spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq","One Direction","Pop",30653465,86,"https://i.scdn.co/image/5bb443424a1ad71603c43d67f5af1a04da6bb3c8"
"spotify:artist:4nDoRrQiYLoBzwC5BhVJzF","Camila Cabello","Pop",30047171,81,"https://i.scdn.co/image/ab6761610000e5ebec05963eab63676a539fef13"
"spotify:artist:0EmeFodog0BfCgMzAIvKQp","Shakira","Pop",28626506,91,"https://i.scdn.co/image/ab6761610000e5eb284894d68fe2f80cad555110"
"spotify:artist:3qm84nBOXUEQ2vnTfUTTFC","Guns N' Roses","Rock",28502396,80,"https://i.scdn.co/image/ab6761610000e5eb50defaf9fc059a1efc541f4c"
"spotify:artist:0hCNtLu0JehylgoiP8L4Gh","Nicki Minaj","Pop, Hip-Hop",27990711,87,"https://i.scdn.co/image/ab6761610000e5eb6a8e5e8752d1dc2dafa63f20"
"spotify:artist:6KImCVD70vtIoJWnq6nGn3","Harry Styles","Pop",27181407,89,"https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb"
"spotify:artist:3fMbdgg4jU18AjLCKBhRSm","Michael Jackson","R&B",26940990,83,"https://i.scdn.co/image/ab6761610000e5eb0e08ea2c4d6789fbf5cbe0aa"
"spotify:artist:6jJ0s89eD6GaHleKKya26X","Katy Perry","Pop",26519809,85,"https://i.scdn.co/image/ab6761610000e5ebdc9dcb7e4a97b4552e1224d6"
"spotify:artist:711MCceyCBcFnzjGY4Q7Un","AC/DC","Rock",26277646,82,"https://i.scdn.co/image/ab6761610000e5ebc4c77549095c86acb4e77b37"
"spotify:artist:1HY2Jd0NmPuamShAr6KMms","Lady Gaga","Pop",26127071,86,"https://i.scdn.co/image/ab6761610000e5ebc8d3d98a1bccbe71393dbfbf"
"spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","Sia","Pop",26075100,84,"https://i.scdn.co/image/ab6761610000e5ebec40474426f4401a4203dc9f"
"spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai","David Guetta","Pop",25892690,89,"https://i.scdn.co/image/ab6761610000e5eb75348e1aade2645ad9c58829"
"spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","Doja Cat","Pop",25184402,87,"https://i.scdn.co/image/ab6761610000e5eb727a2ac15afe659be999beba"
"spotify:artist:3WrFJ7ztbogyGnTHbHJFl2","The Beatles","Rock",25167061,84,"https://i.scdn.co/image/ab6761610000e5ebe9348cc01ff5d55971b22433"
"spotify:artist:6S2OmqARrzebs0tKUEyXyp","Demi Lovato","Pop",24762475,80,"https://i.scdn.co/image/ab6761610000e5eb6659b1cb61936bd7bcb229a2"
"spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","Rock",24498035,84,"https://i.scdn.co/image/ab6761610000e5eb69ca98dd3083f1082d740e44"
"spotify:artist:0y59o4v8uw5crbN9M3JiL1","Badshah","Hip-Hop",24024924,76,"https://i.scdn.co/image/ab6761610000e5eb6f3059396dc9da4811440bbe"
"spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Kendrick Lamar","Hip-Hop",23711750,89,"https://i.scdn.co/image/ab6761610000e5eb437b9e2a82505b3d93ff1022"
"spotify:artist:3YQKmKGau1PzlVlkL1iodx","Twenty One Pilots","Pop, Rock",23545194,81,"https://i.scdn.co/image/ab6761610000e5eb196972172c37d934d9ca8093"
"spotify:artist:7CajNmpbOovFoOoasH2HaY","Calvin Harris","Pop",23344622,87,"https://i.scdn.co/image/ab6761610000e5eb37bff6aa1d42bede9048750f"
"spotify:artist:6XyY86QOPPrYVGvF9ch6wz","Linkin Park","Rock",23247969,87,"https://i.scdn.co/image/ab6761610000e5eb811da3b2e7c9e5a9c1a6c4f7"
"spotify:artist:00FQb4jTyendYWaN8pK0wa","Lana Del Rey","Pop",22983729,91,"https://i.scdn.co/image/ab6761610000e5ebb99cacf8acd5378206767261"
"spotify:artist:1vCWHaC5f2uS3yhpwWbIA6","Avicii","Pop",22778460,82,"https://i.scdn.co/image/ab6761610000e5ebae07171f989fb39736674113"
"spotify:artist:2wY79sveU1sp5g7SokKOiI","Sam Smith","Pop",22371520,87,"https://i.scdn.co/image/ab6761610000e5eb10ca40ea0b0b5082dba0ff75"
"spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY","Travis Scott","Hip-Hop",22299024,90,"https://i.scdn.co/image/ab6761610000e5ebe707b87e3f65997f6c09bfff"
"spotify:artist:5ZsFI1h6hIdQRw2ti0hz81","ZAYN","Pop",22157224,77,"https://i.scdn.co/image/ab6761610000e5eb9fbf7133dfc04d4cd44ccd36"
"spotify:artist:4kYSro6naA4h99UJvo89HB","Cardi B","Pop",21420775,81,"https://i.scdn.co/image/ab6761610000e5eb8c2332e6c0ed96d144a91b3f"
"spotify:artist:07YUOmWljBTXwIseAUd9TW","Sebastian Yatra","Pop",21408429,81,"https://i.scdn.co/image/ab6761610000e5ebf316bf60f021402dcdb9f0b9"
"spotify:artist:3vQ0GE3mI0dAaxIMYe5g7z","Paulo Londra","Hip-Hop",21235070,78,"https://i.scdn.co/image/ab6761610000e5ebbdcfc4ed6729fd1e4b63bdba"
"spotify:artist:5YGY8feqx7naU7z4HrwZM6","Miley Cyrus","Pop",20483805,90,"https://i.scdn.co/image/ab6761610000e5eb7e8110a92ec2252f0821f8b8"
"spotify:artist:69GGBxA162lTqCwzJG5jLp","The Chainsmokers","Pop",20079399,81,"https://i.scdn.co/image/ab6761610000e5eb3c02f4fb4cc9187c488afd50"
"spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","Charlie Puth","Pop",20037648,83,"https://i.scdn.co/image/ab6761610000e5eb4e2e2c78de847c4d9b12d32f"
"spotify:artist:26VFTg2z8YR0cCuwLzESi2","Halsey","Pop",19995881,83,"https://i.scdn.co/image/ab6761610000e5ebd707e1c5177614c4ec95a06c"
"spotify:artist:6l3HvQ5sa6mXTsMTB19rO5","J. Cole","Hip-Hop",19905523,87,"https://i.scdn.co/image/ab6761610000e5ebadd503b411a712e277895c8a"
"spotify:artist:7Ln80lUS6He07XvHI8qqHH","Arctic Monkeys","Rock",19549298,87,"https://i.scdn.co/image/ab6761610000e5eb7da39dea0a72f581535fb11f"
"spotify:artist:0L8ExT028jH3ddEcZwqJJ5","Red Hot Chili Peppers","Rock",19539944,83,"https://i.scdn.co/image/ab6761610000e5ebc33cc15260b767ddec982ce8"
"spotify:artist:7bXgB6jMjp9ATFy66eO08Z","Chris Brown","R&B",19288272,88,"https://i.scdn.co/image/ab6761610000e5ebe50aa80e0f5869f84f6874d1"
"spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","Rock",18825512,80,"https://i.scdn.co/image/e69f71e2be4b67b82af90fb8e9d805715e0684fa"
"spotify:artist:1SupJlEpv7RS2tPNRaHViT","Nicky Jam","Hip-Hop",18756208,81,"https://i.scdn.co/image/ab6761610000e5ebaa24479bca492755f52fc285"
"spotify:artist:5lwmRuXgjX8xIwlnauTZIP","Romeo Santos","Pop, Hip-Hop",18464898,84,"https://i.scdn.co/image/ab6761610000e5eb6d8b48abede0f9e433aa6e49"
"spotify:artist:4zCH9qm4R2DADamUHMCa6O","Anirudh Ravichander","Hip-Hop",17823837,83,"https://i.scdn.co/image/ab6761610000e5ebd319de19e7e02c419b5fec77"
"spotify:artist:28gNT5KBp7IjEOQoevXf9N","Camilo","Pop",17736546,80,"https://i.scdn.co/image/ab6761610000e5ebc85ae756174cc69352bf6b97"
"spotify:artist:6olE6TJLqED3rqDCT0FyPh","Nirvana","Rock",17418354,82,"https://i.scdn.co/image/84282c28d851a700132356381fcfbadc67ff498b"
"spotify:artist:7n2Ycct7Beij7Dj7meI4X0","TWICE","Pop",17332931,82,"https://i.scdn.co/image/ab6761610000e5eb8944c8aec8db82f35980b191"
"spotify:artist:4PULA4EFzYTrxYvOVlwpiQ","Sidhu Moose Wala","Hip-Hop",17194582,80,"https://i.scdn.co/image/ab6761610000e5eb65d54c88ab4c1abf204b360f"
"spotify:artist:63yrD80RY3RNEM2YDpUpO8","Melanie Martinez","Pop",17126131,86,"https://i.scdn.co/image/ab6761610000e5eb77ecd63aaebe2225b07c89f0"
"spotify:artist:1mcTU81TzQhprhouKaTkpq","Rauw Alejandro","Pop",16500785,90,"https://i.scdn.co/image/ab6761610000e5eb923e85a0eefbab49fd8d4920"
"spotify:artist:6LuN9FCkKOj5PcnpouEgny","Khalid","Pop, R&B",15934562,86,"https://i.scdn.co/image/ab6761610000e5eb31072db9da0311ecfabe96bf"
"spotify:artist:60d24wfXkVzDSfLS6hyCjZ","Martin Garrix","Pop",15784982,77,"https://i.scdn.co/image/ab6761610000e5eb66d17ee8690d2e8d94ee7387"
"spotify:artist:5Pwc4xIPtQLFEnJriah9YJ","OneRepublic","Pop, Rock",15442046,84,"https://i.scdn.co/image/ab6761610000e5eb77bf00f67e21f514dc44c485"
"spotify:artist:1ZwdS5xdxEREPySFridCfh","2Pac","Hip-Hop",15079873,81,"https://i.scdn.co/image/ab6761610000e5eb7f5cc432c9c109248ebec1ac"
"spotify:artist:1KCSPY1glIKqW2TotWuXOR","P!nk","Pop",14991590,83,"https://i.scdn.co/image/ab6761610000e5eb7bbad89a61061304ec842588"
"spotify:artist:0b1sIQumIAsNbqAoIClSpy","j-hope","Pop",14431158,77,"https://i.scdn.co/image/ab6761610000e5ebeb746063d1aafa2817ea11b5"
"spotify:artist:07PdYoE4jVRF6Ut40GgVSP","Cartel De Santa","Hip-Hop",14034624,81,"https://i.scdn.co/image/ab6761610000e5eb72d02b5f21c6364c3d1928d7"
"spotify:artist:7oPftvlwr6VrsViSDV7fJY","Green Day","Rock",13959904,80,"https://i.scdn.co/image/ab6761610000e5eb047eac333eff0be4abe32cbf"
"spotify:artist:5f7VJjfbwm532GiveGC0ZK","Lil Baby","Hip-Hop",13860922,89,"https://i.scdn.co/image/ab6761610000e5eb6cad3eff5adc29e20f189a6c"
"spotify:artist:1RyvyyTE3xzB2ZywiAwp0i","Future","Hip-Hop",13699445,91,"https://i.scdn.co/image/ab6761610000e5eb24e41f491b129093a6fee383"
"spotify:artist:1wRPtKGflJrBx9BmLsSwlU","Pritam","Pop",13620078,87,"https://i.scdn.co/image/ab6761610000e5ebcb6926f44f620555ba444fca"
"spotify:artist:1URnnhqYAYcrqrcwql10ft","21 Savage","Hip-Hop",13477630,92,"https://i.scdn.co/image/ab6761610000e5eb35ca7d2181258b51c0f2cf9e"
"spotify:artist:55Aa2cqylxrFIXC767Z865","Lil Wayne","Pop, Hip-Hop",13455748,86,"https://i.scdn.co/image/ab6761610000e5ebc63aded6f4bf4d06d1377106"
"spotify:artist:7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","Rock",13382602,77,"https://i.scdn.co/image/ab6761610000e5ebc5733401b4689b2064458e7d"
"spotify:artist:4obzFoKoKRHIphyHzJ35G3","Becky G","Pop",13305045,81,"https://i.scdn.co/image/ab6761610000e5eb7f97c0f27aa7ae7f8351e47a"
"spotify:artist:36QJpDe2go2KgaRleHCDTp","Led Zeppelin","Rock",13300739,78,"https://i.scdn.co/image/207803ce008388d3427a685254f9de6a8f61dc2e"
"spotify:artist:6JL8zeS1NmiOftqZTRgdTz","Meghan Trainor","Pop",13217324,81,"https://i.scdn.co/image/ab6761610000e5eb4d8f97058ff993df0f4eb9ee"
"spotify:artist:6oMuImdp5ZcFhWP0ESe6mG","Migos","Hip-Hop",13114052,78,"https://i.scdn.co/image/ab6761610000e5ebf4593f7b778219838d858c34"
"spotify:artist:22bE4uQ6baNwSHPVcDxLCe","The Rolling Stones","Rock",12847927,79,"https://i.scdn.co/image/ab6761610000e5ebd3cb15a8570cce5a63af63d8"
"spotify:artist:31TPClRtHm23RisEBtV3X7","Justin Timberlake","Pop",12836870,80,"https://i.scdn.co/image/ab6761610000e5eb9d3f9efc8e0030306e583cef"
"spotify:artist:7FNnA9vBm6EKceENgCGRMb","Anitta","Pop",12791470,79,"https://i.scdn.co/image/ab6761610000e5eb2f989e8722c701ba88ec5318"
"spotify:artist:7jVv8c5Fj3E9VhNjxT4snq","Lil Nas X","Hip-Hop",12400069,80,"https://i.scdn.co/image/ab6761610000e5ebd66f1e0c883f319443d68c45"
"spotify:artist:2DlGxzQSjYe5N6G9nkYghR","Jennifer Lopez","Pop",12338239,76,"https://i.scdn.co/image/ab6761610000e5ebce391c85fb87d67d316d1413"
"spotify:artist:77SW9BnxLY8rJ0RciFqkHh","The Neighbourhood","Pop, Rock",12262268,84,"https://i.scdn.co/image/ab6761610000e5ebdf0b5ac84376a0a4b2166816"
"spotify:artist:26dSoYclwsYLMAKD3tpOr4","Britney Spears","Pop",12186560,81,"https://i.scdn.co/image/ab6761610000e5eb4e7e6ded87a4e0f65b5afcec"
"spotify:artist:2nszmSgqreHSdJA3zWPyrW","Luis Miguel","Pop",12186090,83,"https://i.scdn.co/image/ab6761610000e5eb6481401e529e475116702a29"
"spotify:artist:13ubrt8QOOCPljQ2FL1Kca","A$AP Rocky","Hip-Hop",12143829,82,"https://i.scdn.co/image/ab6761610000e5ebee452efcf24aa4124fb28d94"
"spotify:artist:7tYKF4w9nC0nq9CsPZTHyP","SZA","Pop, R&B",12136537,92,"https://i.scdn.co/image/ab6761610000e5eb7eb7f6371aad8e67e01f0a03"
"spotify:artist:58lV9VcRSjABbAbfWS6skp","Bon Jovi","Rock",12121335,78,"https://i.scdn.co/image/ab6761610000e5eb0b8d424042d51bb8ee412ffe"
"spotify:artist:0NGAZxHanS9e0iNHpR8f2W","Alok","Pop",12113423,79,"https://i.scdn.co/image/ab6761610000e5ebf7d1bdca65e1cefd4e60c379"
"spotify:artist:0tmwSHipWxN12fsoLcFU3B","Manuel Turizo","Pop",11986870,84,"https://i.scdn.co/image/ab6761610000e5eba178aa24ac5e4fe87cb7e319"
"spotify:artist:0X2BH1fck6amBIoJhDVmmJ","Ellie Goulding","Pop",11880135,82,"https://i.scdn.co/image/ab6761610000e5eb854b6139b96beb6dbc398e06"
"spotify:artist:07YZf4WDAMNwqr4jfgOZ8y","Jason Derulo","Pop",11808791,79,"https://i.scdn.co/image/ab6761610000e5eb2ca27dcc7f92e9576126bb18"
"spotify:artist:20JZFwl6HVl6yg8a4H3ZqK","Panic! At The Disco","Pop",11800883,78,"https://i.scdn.co/image/ab6761610000e5ebb256ae9a4b82bfff97776ae2"
"spotify:artist:77ziqFxp5gaInVrF2lj4ht","Sech","Pop",11631907,82,"https://i.scdn.co/image/ab6761610000e5eb2f364933daca7516c6193ffe"
"spotify:artist:4IWBUUAFIplrNtaOHcJPRM","James Arthur","Pop",11597111,81,"https://i.scdn.co/image/ab6761610000e5eb6867a4ce52401bd378bb5179"
"spotify:artist:0h1zs4CTlU9D2QtgPxptUD","Ricardo Arjona","Pop",11522278,77,"https://i.scdn.co/image/ab6761610000e5ebb6ee758f57218c690b5a5b5f"
"spotify:artist:3PhoLpVuITZKcymswpck5b","Elton John","Rock",11422104,84,"https://i.scdn.co/image/ab6761610000e5eb0a7388b95df960b5c0da8970"
"spotify:artist:2wUjUUtkb5lvLKcGKsKqsR","Alessia Cara","Pop, R&B",11377729,75,"https://i.scdn.co/image/ab6761610000e5ebe74b7398634a741f74858dc7"
"spotify:artist:3e7awlrlDSwF3iM0WBjGMp","Little Mix","Pop",11331249,76,"https://i.scdn.co/image/ab6761610000e5eb08cd53940cbf5813ee5fe565"
"spotify:artist:4V8LLVI7PbaPR0K2TGSxFF","Tyler, The Creator","Hip-Hop",11195829,89,"https://i.scdn.co/image/ab6761610000e5eb8278b782cbb5a3963db88ada"
"spotify:artist:7qG3b048QCHVRO5Pv1T5lw","Enrique Iglesias","Pop",11156234,77,"https://i.scdn.co/image/ab6761610000e5eb2335f74de53ef9b9fd7889c8"
"spotify:artist:2gsggkzM5R49q6jpPvazou","Jessie J","Pop",11109437,72,"https://i.scdn.co/image/ab6761610000e5eb91f0dd753c09e051675a1ca6"
"spotify:artist:2dIgFjalVxs4ThymZ67YCE","Stray Kids","Pop",11015593,83,"https://i.scdn.co/image/ab6761610000e5ebc855bded4ab1bd99ef62214a"
"spotify:artist:2h93pZq0e7k5yf4dywlkpM","Frank Ocean","Hip-Hop",11010291,85,"https://i.scdn.co/image/ab6761610000e5ebfbc3faec4a370d8393bee7f1"
"spotify:artist:137W8MRPWKqSmrBGDBFSop","Wiz Khalifa","Pop, Hip-Hop",11005066,83,"https://i.scdn.co/image/ab6761610000e5eb4bdf6db5203f2a0e44002620"
"spotify:artist:51Blml2LZPmy7TTiAg47vQ","U2","Rock",11000376,79,"https://i.scdn.co/image/ab6761610000e5ebbfdf5b8c863b5f8c4519e032"
"spotify:artist:0c173mlxpT3dSFRgMO8XPh","Big Sean","Pop, Hip-Hop",10976729,78,"https://i.scdn.co/image/ab6761610000e5eb89dccc0a0b3d818c8d5fb711"
"spotify:artist:4GNC7GD6oZMSxPGyXy4MNB","Lewis Capaldi","Pop",10917123,83,"https://i.scdn.co/image/ab6761610000e5ebea7538654040e553a7b0fc28"
"spotify:artist:3q7HBObVc0L8jNeTe5Gofh","50 Cent","Pop, Hip-Hop",10882137,84,"https://i.scdn.co/image/dd031b9c5d1b6eba4a691cd89c954255aae787f2"
"spotify:artist:7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","Rock",10867080,79,"https://i.scdn.co/image/ab6761610000e5ebc884df599abc793c116cdf15"
"spotify:artist:1zNqDE7qDGCsyzJwohVaoX","Anne-Marie","Pop",10777164,79,"https://i.scdn.co/image/ab6761610000e5eb67013e289b84440ce3d1c88e"
"spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino","Hip-Hop",10771182,80,"https://i.scdn.co/image/ab6761610000e5eb3ef779aa0d271adb2b6a3ded"
"spotify:artist:4r63FhuTkUYltbVAg5TQnk","DaBaby","Hip-Hop",10744322,82,"https://i.scdn.co/image/ab6761610000e5eb5ace68c56849548db7f102be"
"spotify:artist:3DiDSECUqqY1AuBP8qtaIa","Alicia Keys","R&B",10627201,78,"https://i.scdn.co/image/ab6761610000e5ebe2be4a270f9ec57fef30a8ad"
"spotify:artist:4SsVbpTthjScTS7U2hmr1X","Arcángel","Hip-Hop",10611693,85,"https://i.scdn.co/image/ab6761610000e5ebe963e7ad5259c34a7ca54319"
"spotify:artist:23zg3TcAtWQy7J6upgbUnj","Usher","Pop, Hip-Hop, R&B",10444002,80,"https://i.scdn.co/image/ab6761610000e5eb84813d8e6a3154717e618140"
"spotify:artist:1Xylc3o4UrD53lo9CvFvVg","Zara Larsson","Pop",10390195,77,"https://i.scdn.co/image/ab6761610000e5eb0f623ae3b66b6a1277c235ae"
"spotify:artist:3AA28KZvwAUcZuOKwyblJQ","Gorillaz","Rock, Hip-Hop",10357943,83,"https://i.scdn.co/image/ab6761610000e5eb88c7790dfeaee8b4595fc0e5"
"spotify:artist:716NhGYqD1jl2wI1Qkgq36","Bizarrap","Pop, Hip-Hop",10355503,87,"https://i.scdn.co/image/ab6761610000e5eb12085fdb28f314e01ef73a19"
"spotify:artist:0LcJLqbBmaGUft1e9Mm8HV","ABBA","Pop",10075263,81,"https://i.scdn.co/image/ab6761610000e5eb6c6380e782ed89db8754cf2a"
"spotify:artist:2kCcBybjl3SAtIcwdWpUe3","Lil Peep","Hip-Hop",9970835,84,"https://i.scdn.co/image/ab6761610000e5eb6685f03de475c4efb27da3c4"
"spotify:artist:4UXqAaa6dQYAk18Lv7PEgX","Fall Out Boy","Pop, Rock",9966280,81,"https://i.scdn.co/image/ab6761610000e5eb362011ebe6064c38e97e9aac"
"spotify:artist:0TnOYISbd1XYRBk9myaseg","Pitbull","Pop, Hip-Hop",9953544,83,"https://i.scdn.co/image/ab6761610000e5ebfc9d2abc85b6f4bef77f80ea"
"spotify:artist:163tK9Wjr9P9DmM0AVK7lm","Lorde","Pop",9951401,77,"https://i.scdn.co/image/ab6761610000e5ebc4902f080d3620b3e6da80c3"
"spotify:artist:0p4nmQO2msCgU4IF37Wi3j","Avril Lavigne","Pop",9775865,76,"https://i.scdn.co/image/ab6761610000e5eb581efa688945cbb092df1726"
"spotify:artist:08GQAI4eElDnROBrJRGE0X","Fleetwood Mac","Rock",9749012,82,"https://i.scdn.co/image/ab6761610000e5eb249d55f2d68a44637905c57e"
"spotify:artist:3BmGtnKgCSGYIUhmivXKWX","Kelly Clarkson","Pop",9690453,74,"https://i.scdn.co/image/ab6761610000e5eb305a7cc6760b53a67aaae19d"
"spotify:artist:7okwEbXzyT2VffBmyQBWLz","Maná","Pop, Rock",9607904,78,"https://i.scdn.co/image/ab6761610000e5eb152dcec8175d19fb12eeb8e0"
"spotify:artist:0QHgL1lAIqAw0HtD7YldmP","DJ Khaled","Pop, Hip-Hop",9587537,78,"https://i.scdn.co/image/ab6761610000e5eb33509c0d518064344545f35c"
"spotify:artist:7hJcb9fa4alzcOq3EaNPoG","Snoop Dogg","Pop",9585096,84,"https://i.scdn.co/image/ab6761610000e5eb9a398209a4ef3360dce2dec4"
"spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","Rock",9495128,79,"https://i.scdn.co/image/ab6761610000e5ebec01c52d6030a1574070e308"
"spotify:artist:6DPYiyq5kWVQS4RGwxzPC7","Dr. Dre","Hip-Hop",9476533,81,"https://i.scdn.co/image/83d2489cade1dadcdc533ddbcd74993d0ca6d4cb"
"spotify:artist:1Hsdzj7Dlq2I7tHP7501T4","Niall Horan","Pop",9421022,78,"https://i.scdn.co/image/ab6761610000e5ebeccc1cde8e9fdcf1c9289897"
"spotify:artist:0ECwFtbIWEVNwjlrfc6xoL","Eagles","Rock",9395144,76,"https://i.scdn.co/image/ab6761610000e5eb0767e116a2307495e37cd7fb"
"spotify:artist:4tZwfgrHOc3mvqYlEYSvVi","Daft Punk","Rock",9355672,82,"https://i.scdn.co/image/ab6761610000e5eba7bfd7835b5c1eee0c95fa6e"
"spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy","David Bowie","Rock",9349272,78,"https://i.scdn.co/image/ab6761610000e5ebb78f77c5583ae99472dd4a49"
"spotify:artist:5Rl15oVamLq7FbSb0NNBNy","5 Seconds of Summer","Pop",9324286,79,"https://i.scdn.co/image/ab6761610000e5eb5048d9616b459ef90f04b6d8"
"spotify:artist:46SHBwWsqBkxI7EeeBEQG7","Kodak Black","Hip-Hop",9222682,82,"https://i.scdn.co/image/ab6761610000e5eb4bd22c1711d22aa647a61097"
"spotify:artist:6XpaIBNiVzIetEPCWDvAFP","Whitney Houston","Pop",9137984,77,"https://i.scdn.co/image/ab6761610000e5ebcd9f60ab57585bf3b77ecc51"
"spotify:artist:33ScadVnbm2X8kkUqOkC6Z","Don Omar","Pop, Hip-Hop",9101647,82,"https://i.scdn.co/image/ab6761610000e5eb367846d1a05df0af44b97eee"
