"uri","name","genres","followers","popularity","image_url"
"spotify:artist:0NIPkIjTV8mB795yEIiPYL","Wallows","Pop, Rock",2516954,71,"https://i.scdn.co/image/ab6761610000e5ebdea0fc37a1f39060e74c569b"
"spotify:artist:6zvul52xwTWzilBZl6BUbT","Pixies","Rock",2511974,72,"https://i.scdn.co/image/ab6761610000e5ebd0456128dd330d18e18b4715"
"spotify:artist:19Fi1Rj7kk8kyiwxpXy3yM","August Alsina","Hip-Hop, R&B",2510465,62,"https://i.scdn.co/image/ab6761610000e5eb45ffc8f55fc50b8888e97f98"
"spotify:artist:3RGLhK1IP9jnYFH4BRFJBS","The Clash","Rock",2506528,70,"https://i.scdn.co/image/ab470b275daa38351810a1eb91d107ebdb821302"
"spotify:artist:0EdvGhlC1FkGItLOWQzG4J","Sublime","Rock",2503545,72,"https://i.scdn.co/image/ab6761610000e5ebe726280500259dbdb97a8be4"
"spotify:artist:4tX2TplrkIP4v05BNC903e","Tom Petty and the Heartbreakers","Rock",2502087,68,"https://i.scdn.co/image/ab6761610000e5ebfabc6315ae43968729ce9e36"
"spotify:artist:6ogn9necmbUdCppmNnGOdi","Alanis Morissette","Pop, Rock",2500057,68,"https://i.scdn.co/image/ab6772690000c46c44408083dac26a782655baf3"
"spotify:artist:6mEQK9m2krja6X1cfsAjfl","Ado","Pop",2499079,74,"https://i.scdn.co/image/ab6761610000e5ebf3bb04995cb61f04936424ee"
"spotify:artist:3HVdAiMNjYrQIKlOGxoGh5","Rob Zombie","Rock",2496689,68,"https://i.scdn.co/image/ab6761610000e5eb40a6cfc37fa94d54d28aca22"
"spotify:artist:5Y5TRrQiqgUO4S36tzjIRZ","Timbaland","Pop",2495826,78,"https://i.scdn.co/image/ab6761610000e5eb2ec030557b0529c01639529b"
"spotify:artist:2sil8z5kiy4r76CRTXxBCA","The Goo Goo Dolls","Pop, Rock",2493588,71,"https://i.scdn.co/image/ab6761610000e5ebd06647dddf0f321a49934437"
"spotify:artist:3pc0bOVB5whxmD50W79wwO","keshi","R&B",2492744,79,"https://i.scdn.co/image/ab6761610000e5ebd969cf117d0b0d4424bebdc5"
"spotify:artist:0cQbJU1aAzvbEmTuljWLlF","No Doubt","Pop, Rock",2490642,68,"https://i.scdn.co/image/f7e39e0ca7a4ba897150247190fb27b6ae6e0318"
"spotify:artist:3vAaWhdBR38Q02ohXqaNHT","The All-American Rejects","Pop, Rock",2483034,67,"https://i.scdn.co/image/ab6761610000e5ebb57332e3fc2b97bb33577e65"
"spotify:artist:03r4iKL2g2442PT9n2UKsx","Beastie Boys","Rock, Hip-Hop",2480492,70,"https://i.scdn.co/image/705bcd56dc5dbf9ebc578a3ba8094e6d622862c2"
"spotify:artist:79FMDwzZQxHgSkIYBl3ODU","Trace Adkins","Country",2479473,61,"https://i.scdn.co/image/ab6761610000e5eb075290d0f64dbdd4efae7f41"
"spotify:artist:4pmNqFu71wEmFXSsYAiWK8","Makaveli","Hip-Hop",2472714,59,"https://i.scdn.co/image/ab6761610000e5eb2275cee3b8cca367d8e2ea79"
"spotify:artist:2kxP07DLgs4xlWz8YHlvfh","NIKI","R&B",2472206,73,"https://i.scdn.co/image/ab6761610000e5eb74855e013588fd276b25b337"
"spotify:artist:3HiuzBlSW7pGDXlSFMhO2g","Young Dolph","Hip-Hop",2469866,74,"https://i.scdn.co/image/ab6761610000e5eb392af601eddfa5a0c705141d"
"spotify:artist:6cEuCEZu7PAE9ZSzLLc2oQ","R3HAB","Pop",2466060,77,"https://i.scdn.co/image/ab6761610000e5eb20dfb8f52ef4926a22e552c8"
"spotify:artist:6aZyMrc4doVtZyKNilOmwu","Colbie Caillat","Pop",2458251,69,"https://i.scdn.co/image/ab6761610000e5eb73462adec54d5201d5a4bf09"
"spotify:artist:4tw2Lmn9tTPUv7Gy7mVPI4","Kenny Rogers","Country",2448509,69,"https://i.scdn.co/image/ab6761610000e5ebe6866cd9e8de1c0a22c012e0"
"spotify:artist:21dooacK2WGBB5amYvKyfM","Smokepurpp","Hip-Hop",2447041,63,"https://i.scdn.co/image/ab6761610000e5eb7caf23154583969c7482e0ec"
"spotify:artist:29kkCKKGXheHuoO829FxWK","Boston","Rock",2446546,67,"https://i.scdn.co/image/051ffa17a5832586c6e0f8ee8a705ad15114e9c0"
"spotify:artist:2Mu5NfyYm8n5iTomuKAEHl","Ms. Lauryn Hill","Hip-Hop, R&B",2436210,73,"https://i.scdn.co/image/ccb108f19352e88d6e69b1093d75a2be5efa1c99"
"spotify:artist:4tMm1dU6Gn04VAZ9ClHcIZ","Jacquees","Pop, Hip-Hop, R&B",2430710,68,"https://i.scdn.co/image/ab6761610000e5eba7d5a211173d39face46b4bd"
"spotify:artist:0XNa1vTidXlvJ2gHSsRi4A","Franz Ferdinand","Rock",2423434,68,"https://i.scdn.co/image/ab6761610000e5ebda4df4a711bb9f47722b7706"
"spotify:artist:7r8RF1tN2A4CiGEplkp1oP","Ginuwine","R&B",2419683,67,"https://i.scdn.co/image/c8bc9979554744c06b3c62b7e94b82cd9303ec81"
"spotify:artist:7EWU4FhUJM1sZQgQKdENeT","Hopsin","Hip-Hop",2418658,62,"https://i.scdn.co/image/ab6761610000e5eb9291e55f0add696c11e6c545"
"spotify:artist:4iJLPqClelZOBCBifm8Fzv","Pierce The Veil","Pop, Rock",2417646,74,"https://i.scdn.co/image/ab6761610000e5eb4aac0b9741ad24457ebfee48"
"spotify:artist:1co4F2pPNH8JjTutZkmgSm","Ramones","Rock",2415959,67,"https://i.scdn.co/image/ab6761610000e5eb5b9f46a5c5bf8243179d56b0"
"spotify:artist:1GLtl8uqKmnyCWxHmw9tL4","The Kooks","Rock",2413827,68,"https://i.scdn.co/image/ab6761610000e5eb720d6b8dd091334f38fb49ad"
"spotify:artist:7FIoB5PHdrMZVC3q2HE5MS","George Harrison","Rock",2412764,67,"https://i.scdn.co/image/ab6761610000e5eb7fda8adcbe0cd99ec83a3bcf"
"spotify:artist:7FY5V3XMwlNBPitEjXowHQ","Darius Rucker","Country",2406468,68,"https://i.scdn.co/image/ab6761610000e5eb7ab4aacd2e6ccee03038ab51"
"spotify:artist:6nzxy2wXs6tLgzEtqOkEi2","Monica","R&B",2404571,63,"https://i.scdn.co/image/ab6761610000e5ebfc86d71e953291fb7ae601f5"
"spotify:artist:2gBjLmx6zQnFGQJCAQpRgw","Nelly","Pop, Hip-Hop",2397453,75,"https://i.scdn.co/image/3677690af58abb70a5c5fd58d69db4d1ad705d4f"
"spotify:artist:5aYyPjAsLj7UzANzdupwnS","Good Charlotte","Pop, Rock",2391072,66,"https://i.scdn.co/image/ab6761610000e5eb42c5b40a82c6349adc1449a2"
"spotify:artist:1QhaqxeqF9sipS2gwbEKpu","C-Kan","Hip-Hop",2389325,69,"https://i.scdn.co/image/ab6761610000e5eb334c841c9a00210607162078"
"spotify:artist:1YfEcTuGvBQ8xSD1f53UnK","Busta Rhymes","Pop, Hip-Hop",2389129,72,"https://i.scdn.co/image/ab6761610000e5eb7b31aba081ef084510cde4e3"
"spotify:artist:40LHVA5BTQp9RxHOQ9JPYj","Lauren Daigle","Rock",2375393,70,"https://i.scdn.co/image/ab6761610000e5eb9af4b8e68ffedab30d44a1d1"
"spotify:artist:1SQRv42e4PjEYfPhS0Tk9E","The Kinks","Rock",2371007,67,"https://i.scdn.co/image/ab6761610000e5ebf4b3dc0c23f34e31a2e01c4a"
"spotify:artist:2cWZOOzeOm4WmBJRnD5R7I","Normani","Pop, R&B",2369230,69,"https://i.scdn.co/image/ab6761610000e5eb88df630d05d2a188ecf14777"
"spotify:artist:7b85ve82Sh36a3UAx74wut","Twisted Sister","Rock",2364894,63,"https://i.scdn.co/image/758604f17b98e5db650adeebf9cf8cb55feda0f0"
"spotify:artist:5Berubt6ysOy2LCMyqhmXP","YFN Lucci","Hip-Hop",2360602,58,"https://i.scdn.co/image/ab6761610000e5eb98f604a9405b6425313f4089"
"spotify:artist:7mEIug7XUlQHikrFxjTWes","Neil Diamond","Rock",2352939,68,"https://i.scdn.co/image/f4d0fb18cb338eddee6b482779d946183a743b12"
"spotify:artist:1Qp56T7n950O3EGMsSl81D","Ghost","Rock",2351463,76,"https://i.scdn.co/image/ab6761610000e5eb6a6c34bd58bfd10b1e4557f0"
"spotify:artist:1eClJfHLoDI4rZe5HxzBFv","INXS","Rock",2348976,70,"https://i.scdn.co/image/ab6761610000e5eb9bfd44c9bd2aae22edfd99bf"
"spotify:artist:07QEuhtrNmmZ0zEcqE9SF6","Owl City","Pop",2344148,70,"https://i.scdn.co/image/ab6761610000e5eb13e712f07986a4a850e01c7f"
"spotify:artist:3jK9MiCrA42lLAdMGUZpwa","Anderson .Paak","Hip-Hop",2340032,79,"https://i.scdn.co/image/ab6761610000e5eb96287bd47570ff13f0c01496"
"spotify:artist:0L5fC7Ogm2YwgqVCRcF1bT","Volbeat","Rock",2333664,71,"https://i.scdn.co/image/ab6761610000e5eb7d4bb8c4283f4aeb61f61e98"
"spotify:artist:2MqhkhX4npxDZ62ObR5ELO","Hoobastank","Rock",2324868,67,"https://i.scdn.co/image/ab6761610000e5ebfd24e4299227b496c8bc9765"
"spotify:artist:4yBK75WVCQXej1p04GWqxH","Jeezy","Hip-Hop",2323469,71,"https://i.scdn.co/image/ab6761610000e5eb075a4c9d6da66addd8247c12"
"spotify:artist:4CYeVo5iZbtYGBN4Isc3n6","Dio","Rock",2321783,63,"https://i.scdn.co/image/ab6761610000e5eb555c8199ba80168cfeafdfbc"
"spotify:artist:3Ngh2zDBRPEriyxQDAMKd1","Matchbox Twenty","Pop, Rock",2320474,68,"https://i.scdn.co/image/ab6761610000e5eb2600695faee2deeb736755f0"
"spotify:artist:0vn7UBvSQECKJm2817Yf1P","James Taylor","Rock",2315762,68,"https://i.scdn.co/image/ab6761610000e5eb5921cb8f2ec7bf6b5e725bcc"
"spotify:artist:4mxWe1mtYIYfP040G38yvS","Alan Jackson","Country",2313643,73,"https://i.scdn.co/image/ab6772690000c46c1dce50b93ca0b1e2f459d9e6"
"spotify:artist:4NpFxQe2UvRCAjto3JqlSl","Greta Van Fleet","Rock",2304431,71,"https://i.scdn.co/image/ab6761610000e5eb894b7e16d7a1d648f49c70cd"
"spotify:artist:6fxyWrfmjcbj5d12gXeiNV","Denzel Curry","Hip-Hop",2302497,73,"https://i.scdn.co/image/ab6761610000e5ebb00f2e31d509ddc6fa0eb24b"
"spotify:artist:3rWZHrfrsPBxVy692yAIxF","WILLOW","Pop",2300380,74,"https://i.scdn.co/image/ab6761610000e5eb4ce5f9fdf769f2606f23e72c"
"spotify:artist:3TGeuw7OmACouH5JAKkX7I","MC Davo","Hip-Hop",2299700,68,"https://i.scdn.co/image/ab6761610000e5eb2c034d8fb2306314c61cd848"
"spotify:artist:08p7B5OtcUuVblvkQIlBhJ","Tyrese","R&B",2299457,57,"https://i.scdn.co/image/4f04066d41d1d3abd78fa0b955fd5d004e2211db"
"spotify:artist:2BTZIqw0ntH9MvilQ3ewNY","Cyndi Lauper","Pop, Rock",2293244,71,"https://i.scdn.co/image/ab6761610000e5eb5744116186e523c459e8c9e1"
"spotify:artist:5fsDcuclIe8ZiBD5P787K1","Stevie Ray Vaughan","Rock",2291791,63,"https://i.scdn.co/image/1de60c936683320769a1bfb6fba7f75902859085"
"spotify:artist:0X380XXQSNBYuleKzav5UO","Nine Inch Nails","EDM, Rock",2291108,67,"https://i.scdn.co/image/ab6761610000e5eb047095c90419cf2a97266f77"
"spotify:artist:2kucQ9jQwuD8jWdtR9Ef38","Sam Hunt","Pop, Country",2286598,72,"https://i.scdn.co/image/ab6761610000e5ebcf3c2fdcf8db021111d6da29"
"spotify:artist:5lpH0xAS4fVfLkACg9DAuM","Wham!","Rock",2276856,68,"https://i.scdn.co/image/028bf41acbd7858a4a8acf688a392d4ee9e369ef"
"spotify:artist:536BYVgOnRky0xjsPT96zl","Two Door Cinema Club","Rock",2274017,69,"https://i.scdn.co/image/ab6761610000e5ebf426f143c46ff54d8486f2d0"
"spotify:artist:0CEFCo8288kQU7mJi25s6E","Hollywood Undead","Rock",2268790,70,"https://i.scdn.co/image/ab6761610000e5eb7fa4eae2283454a067613275"
"spotify:artist:55vs7NT1KxcFjbMC4y202E","REO Speedwagon","Rock",2266739,65,"https://i.scdn.co/image/ab6761610000e5ebfc5a03aa1823cfbe08b8b2ed"
"spotify:artist:6TLwD7HPWuiOzvXEa3oCNe","Oliver Tree","Hip-Hop",2261109,79,"https://i.scdn.co/image/ab6761610000e5eb0561e9b297c35818be8e638d"
"spotify:artist:34jw2BbxjoYalTp8cJFCPv","Heart","Rock",2258517,68,"https://i.scdn.co/image/1c145626e516a6817c43e7eab2b1cc3a5a9562a8"
"spotify:artist:7sfgqEdoeBTjd8lQsPT3Cy","Emeli Sandé","R&B",2255520,64,"https://i.scdn.co/image/ab6761610000e5eb6abccf4ccf3a6d774ad58e1a"
"spotify:artist:39T6qqI0jDtSWWioX8eGJz","The Doobie Brothers","Rock, Country",2235776,68,"https://i.scdn.co/image/ab6761610000e5eb68a38c02f356fae44e7dd63b"
"spotify:artist:2Tglaf8nvDzwSQnpSrjLHP","Cuco","Pop",2233591,71,"https://i.scdn.co/image/ab6761610000e5ebaccd7a0491c0fa9f7afee49f"
"spotify:artist:6MF9fzBmfXghAz953czmBC","Taio Cruz","Pop",2224142,70,"https://i.scdn.co/image/ab6761610000e5eb153171480a6f22912253b9f1"
"spotify:artist:46pWGuE3dSwY3bMMXGBvVS","Rema","Pop",2219692,82,"https://i.scdn.co/image/ab6761610000e5ebb193cbc1a9e1d99437b20364"
"spotify:artist:1G9G7WwrXka3Z1r7aIDjI7","Outkast","Hip-Hop",2219212,75,"https://i.scdn.co/image/ab6761610000e5eb0cb3f95b9f8f7337e135a925"
"spotify:artist:4NiJW4q9ichVqL1aUsgGAN","A Day To Remember","Pop",2204155,70,"https://i.scdn.co/image/ab6761610000e5eba782bcfcb0819c20e99d8315"
"spotify:artist:3ICflSq6ZgYAIrm2CTkfVP","The Animals","Rock",2200280,65,"https://i.scdn.co/image/ab6761610000e5eb3ce1e2a99cffc7c662938b01"
"spotify:artist:2wIVse2owClT7go1WT98tk","Missy Elliott","Pop, Hip-Hop, R&B",2199806,73,"https://i.scdn.co/image/ab6761610000e5ebf6691f40d906f097e9fbaa4c"
"spotify:artist:3kjuyTCjPG1WMFCiyc5IuB","Arcade Fire","Rock",2197777,66,"https://i.scdn.co/image/ab6761610000e5eba044e15eee771205956dcbf8"
"spotify:artist:6evKD5JWJON3qPBJtUEmtY","G-Unit","Hip-Hop",2197294,64,"https://i.scdn.co/image/a668bc3f083377ca8889e9f8273c752e0342c4e0"
"spotify:artist:2UZMlIwnkgAEDBsw1Rejkn","Tom Petty","Rock",2191388,69,"https://i.scdn.co/image/ab6761610000e5eba56c2e176f0626e2a001431f"
"spotify:artist:2B4ZHz4QDWJTXPFPgO5peE","Warren G","Hip-Hop",2182769,65,"https://i.scdn.co/image/b4e391e4baf471b23cbb34ca6a7fdfb972f01177"
"spotify:artist:6z7xFFHxYkE9t8bwIF0Bvg","Boosie Badazz","Hip-Hop",2178344,65,"https://i.scdn.co/image/ab6761610000e5eb1e73ff447dcfad678d9742d9"
"spotify:artist:3N8Hy6xQnQv1F1XCiyGQqA","Sleeping With Sirens","Pop, Rock",2173813,65,"https://i.scdn.co/image/ab6761610000e5eb7fbe33148fe1ae267ddb2956"
"spotify:artist:6p2442ymrT9lZEuCZJdYcH","Ivy Queen","Hip-Hop",2173784,65,"https://i.scdn.co/image/ab6761610000e5eba930c6844963452e8f1402aa"
"spotify:artist:164Uj4eKjl6zTBKfJLFKKK","JVKE","Pop",2170075,80,"https://i.scdn.co/image/ab6761610000e5eb8f15a8916c7388aa8c5a896b"
"spotify:artist:7DMveApC7UnC2NPfPvlHSU","Cheat Codes","Pop",2166858,70,"https://i.scdn.co/image/ab6761610000e5eb6b4a14efca7b2fd8967390be"
"spotify:artist:2IDLDx25HU1nQMKde4n61a","Rich Brian","Hip-Hop",2153036,69,"https://i.scdn.co/image/ab6761610000e5eb39d2db28841d007ee7f8d782"
"spotify:artist:1Xfmvd48oOhEWkscWyEbh9","Lloyd","Hip-Hop, R&B",2143176,66,"https://i.scdn.co/image/ab6761610000e5eb5de0901c4bcb8d0352b71c3f"
"spotify:artist:74oJ4qxwOZvX6oSsu1DGnw","Cream","Rock",2142473,64,"https://i.scdn.co/image/aab6a0a0e9ca2ab17460b0451e59ba507cc5802a"
"spotify:artist:3gIRvgZssIb9aiirIg0nI3","Jeremy Zucker","Pop",2139960,72,"https://i.scdn.co/image/ab6761610000e5eb6187a56dfe1dafddc338cd4c"
"spotify:artist:4njdEjTnLfcGImKZu1iSrz","AWOLNATION","Rock",2122137,62,"https://i.scdn.co/image/ab6761610000e5eb5d42e15eb8c8297112fd26ba"
"spotify:artist:2x9SpqnPi8rlE9pjHBwmSC","Talking Heads","Rock",2121818,70,"https://i.scdn.co/image/e4c5b04fce8706c87663357b1f78522a3a5c641b"
"spotify:artist:1cUpGtXcSQsovNYEZOQgOG","Nanpa Básico","Hip-Hop",2118661,71,"https://i.scdn.co/image/ab6761610000e5ebfecb1476b29533fd86de6ebb"
"spotify:artist:1dID9zgn0OV0Y8ud7Mh2tS","Dustin Lynch","Rock, Country",2112435,69,"https://i.scdn.co/image/ab6761610000e5eb81cd620ab4e2adb53d83c5f9"
"spotify:artist:432R46LaYsJZV2Gmc4jUV5","Joy Division","Rock",2111854,65,"https://i.scdn.co/image/5eeddd733170399db794d2c430a8d2cde7ae1425"
"spotify:artist:1vSN1fsvrzpbttOYGsliDr","Tori Kelly","Pop",2108363,67,"https://i.scdn.co/image/ab6761610000e5eb5211314fc3379104442b7c32"
"spotify:artist:32vWCbZh0xZ4o9gkz4PsEU","Dolly Parton","Pop, Country",2106904,72,"https://i.scdn.co/image/ab6761610000e5eb20ee5dd7929b2eb0b8886cac"
"spotify:artist:0AsThoR4KZSVktALiNcQwW","Chloe x Halle","R&B",2096496,58,"https://i.scdn.co/image/ab6761610000e5eb4cbd241d2beae9e18d224fd4"
"spotify:artist:3pFCERyEiP5xeN2EsPXhjI","Joe Cocker","Rock",2092014,65,"https://i.scdn.co/image/ee38cfbef7a14bad2ecb0631f73d5b703cf0d35d"
"spotify:artist:5ndkK3dpZLKtBklKjxNQwT","B.o.B","Pop, Hip-Hop",2089689,73,"https://i.scdn.co/image/ab6761610000e5eb3b6f1762e81e53df14990f57"
"spotify:artist:2Hkut4rAAyrQxRdof7FVJq","Rush","Rock",2088708,67,"https://i.scdn.co/image/ab6761610000e5eb896c4b043fb3063178afd716"
"spotify:artist:77tT1kLj6mCWtFNqiOmP9H","Daryl Hall & John Oates","Rock",2087468,72,"https://i.scdn.co/image/ab6761610000e5ebae81417d966e209b735b1160"
"spotify:artist:2CvCyf1gEVhI0mX6aFXmVI","Paul Simon","Rock",2080937,69,"https://i.scdn.co/image/ab6761610000e5ebddc148cfa465c2065846c636"
"spotify:artist:6Ad91Jof8Niiw0lGLLi3NW","YUNGBLUD","Rock",2073020,70,"https://i.scdn.co/image/ab6761610000e5eb62dc5af39a942ba6edc0179a"
"spotify:artist:6bDWAcdtVR3WHz2xtiIPUi","Fujii Kaze","Pop",2058164,75,"https://i.scdn.co/image/ab6761610000e5ebce98956e2ea2db4cc017c86d"
"spotify:artist:6DIS6PRrLS3wbnZsf7vYic","WALK THE MOON","Pop, Rock",2054988,69,"https://i.scdn.co/image/ab6761610000e5ebab9610e36fae856c0fd9b46b"
"spotify:artist:1mfDfLsMxYcOOZkzBxvSVW","Cole Swindell","Rock, Country",2053158,70,"https://i.scdn.co/image/ab6761610000e5eb03d17f2275f44bd2726efc9e"
"spotify:artist:3JhNCzhSMTxs9WLGJJxWOY","Macklemore","Pop, Hip-Hop",2046366,79,"https://i.scdn.co/image/ab6761610000e5eb488b3b242f97163a7f8e17b9"
"spotify:artist:66RfYVdftqnuHRicyClgL0","Dharius","Hip-Hop",2042419,66,"https://i.scdn.co/image/ab6761610000e5ebfa68f9b68ee4427226d071bb"
"spotify:artist:7yO4IdJjCEPz7YgZMe25iS","A$AP Mob","Hip-Hop",2035781,61,"https://i.scdn.co/image/ab6761610000e5eb566918b7180f8965defe862e"
"spotify:artist:4rTv3Ejc7hKMtmoBOK1B4T","Ali Gatie","Hip-Hop",2035056,69,"https://i.scdn.co/image/ab6761610000e5eb528642fef307039a5358e3c0"
"spotify:artist:485uL27bPomh29R4JmQehQ","Bob Seger","Rock, Country",2027026,68,"https://i.scdn.co/image/ab6761610000e5ebd98e2abb8fbebc2e2340f178"
"spotify:artist:6C1ohJrd5VydigQtaGy5Wa","Joyner Lucas","Pop, Hip-Hop",2019727,72,"https://i.scdn.co/image/ab6761610000e5ebaf819bd1b0eb53368ac96607"
"spotify:artist:5Zq7R5qmi58ByYyBQTlNuk","Lee Brice","Rock, Country",2015870,71,"https://i.scdn.co/image/ab6761610000e5ebdda79571deaba197ad4793e2"
"spotify:artist:6RHTUrRF63xao58xh9FXYJ","IVE","Pop",2009143,79,"https://i.scdn.co/image/ab6761610000e5ebf44daaf3a37f5be9a0721be7"
"spotify:artist:5P5FTygHyx2G57oszR3Wot","Daughtry","Rock",2007283,65,"https://i.scdn.co/image/ab6761610000e5eb72a25639a19993fa40e9f449"
"spotify:artist:1QRj3hoop9Mv5VvHQkwPEp","Olivia O'Brien","Pop",2006993,67,"https://i.scdn.co/image/ab6761610000e5eb0c6801b6c85ebdde5bfe5a45"
"spotify:artist:3A5tHz1SfngyOZM2gItYKu","Earl Sweatshirt","Hip-Hop",1994935,70,"https://i.scdn.co/image/ab6761610000e5eb5e93db92ca7864585fbe5f28"
"spotify:artist:19k8AgwwTSxeaxkOuCQEJs","Jelly Roll","Country, Hip-Hop",1994517,74,"https://i.scdn.co/image/ab6761610000e5eb94d27c850cdf2ff37fa6db15"
"spotify:artist:053q0ukIDRgzwTr4vNSwab","Grimes","Pop",1990978,69,"https://i.scdn.co/image/ab6761610000e5eb34771f759ca81a422f5f2b57"
"spotify:artist:2bA6fzP0lMAQ4kz6CF61w8","Toby Keith","Country",1985249,69,"https://i.scdn.co/image/ab6761610000e5eb1b6b9d83cfd806b328496207"
"spotify:artist:7Aq8lpLMSt1Zxu56pe9bmp","Jagged Edge","Hip-Hop, R&B",1983352,63,"https://i.scdn.co/image/ab6761610000e5eb2bb45e7d9626f2fec4b6465f"
"spotify:artist:6FXMGgJwohJLUSr5nVlf9X","Massive Attack","EDM",1982539,65,"https://i.scdn.co/image/c8bbeedb05f38ae5cb982a7daf4bf7129cca892c"
"spotify:artist:6Ff53KvcvAj5U7Z1vojB5o","*NSYNC","Pop",1981186,67,"https://i.scdn.co/image/c56cf0cc89c8ecfec7145cf065ea2006d0706605"
"spotify:artist:2jzc5TC5TVFLXQlBNiIUzE","a-ha","Rock",1976891,72,"https://i.scdn.co/image/ab6761610000e5eb0168ba8148c07c2cdeb7d067"
"spotify:artist:6P7H3ai06vU1sGvdpBwDmE","Steely Dan","Rock, Country",1964616,69,"https://i.scdn.co/image/9d01e4e9aac39b891d684d3d1a5b3a451d7c72bd"
"spotify:artist:2auiVi8sUZo17dLy1HwrTU","Solange","R&B",1957371,62,"https://i.scdn.co/image/ab6761610000e5eb631cf0aa859e5a20e836f14f"
"spotify:artist:74eX4C98E4FCrAMl39qRsJ","Theory of a Deadman","Rock",1956194,65,"https://i.scdn.co/image/ab6761610000e5eb6cff6acc48314698c7d9ce87"
"spotify:artist:35l9BRT7MXmM8bv2WDQiyB","beabadoobee","Pop",1955317,76,"https://i.scdn.co/image/ab6761610000e5ebf197731838e19f65767d6b99"
"spotify:artist:2QWIScpFDNxmS6ZEMIUvgm","Julieta Venegas","Rock",1953860,75,"https://i.scdn.co/image/ab6761610000e5ebbc5aa2e1c5632844b4dd518d"
"spotify:artist:58oPVy7oihAEXE0Ott6JOf","Eve","Rock",1943567,70,"https://i.scdn.co/image/ab6761610000e5eb4d98c5b65d054495b497409a"
"spotify:artist:4SpbR6yFEvexJuaBpgAU5p","LE SSERAFIM","Pop",1939438,75,"https://i.scdn.co/image/ab6761610000e5ebfb6c0b7b6918dca92be0ed75"
"spotify:artist:6uothxMWeLWIhsGeF7cyo4","Enya","Pop",1936327,72,"https://i.scdn.co/image/ab6761610000e5eb9ce996547e0b307c94f662e6"
"spotify:artist:0ZrpamOxcZybMHGg1AYtHP","Robin Thicke","R&B",1931479,64,"https://i.scdn.co/image/ab6761610000e5eb02582bb3fa9d68f44a247f39"
"spotify:artist:5EvFsr3kj42KNv97ZEnqij","Shaggy","Pop",1929652,74,"https://i.scdn.co/image/ab6761610000e5eb4f49b447350fa63936242776"
"spotify:artist:4XDi67ZENZcbfKnvMnTYsI","Jay Park","R&B",1929271,68,"https://i.scdn.co/image/ab6761610000e5eb5ef6675e036acc2bb446d5ce"
"spotify:artist:7gSjFKpVmDgC2MMsnN8CYq","Jazmine Sullivan","R&B",1928767,64,"https://i.scdn.co/image/ab6761610000e5ebe85d25b9286d6815ddb0d82a"
"spotify:artist:5W5bDNCqJ1jbCgTxDD0Cb3","Willie Nelson","Pop, Rock, Country",1926371,72,"https://i.scdn.co/image/ab6772690000c46ca07b9db029b749adaba3c618"
"spotify:artist:7xAcVHPiirnUqfdqo0USb1","Fantasia","R&B",1924608,57,"https://i.scdn.co/image/ab6761610000e5eb78bf731dde467f2f0c60ca6b"
"spotify:artist:2pAWfrd7WFF3XhVt9GooDL","MF DOOM","Hip-Hop",1924593,77,"https://i.scdn.co/image/ab6761610000e5eb1ca139a174e216880498dc16"
"spotify:artist:5PokPZn11xzZXyXSfnvIM3","Lifehouse","Rock",1918865,65,"https://i.scdn.co/image/ab6761610000e5eb12e6a316cab1c10592429fa4"
"spotify:artist:0yNLKJebCb8Aueb54LYya3","New Order","Rock",1916619,67,"https://i.scdn.co/image/ab6761610000e5eba080a8e96758f416301578f9"
"spotify:artist:0huGjMyP507tBCARyzSkrv","Cordae","Pop, Hip-Hop",1911476,71,"https://i.scdn.co/image/ab6761610000e5eb0bebdba309a2cf06bc38addb"
"spotify:artist:2r09Inibex3C4ZNTUVSG3m","Keith Sweat","R&B",1901864,58,"https://i.scdn.co/image/ab6761610000e5eb40713268614b1a1cbd7c2c88"
"spotify:artist:63wjoROpeh5f11Qm93UiJ1","Keri Hilson","Pop, R&B",1901163,68,"https://i.scdn.co/image/d4292e99f89f4a9e75e9723da5a0d592ed307215"
"spotify:artist:4VmEWwd8y9MCLwexFMdpwt","Method Man","Hip-Hop",1896935,72,"https://i.scdn.co/image/85fc66422f44f641ba86e39107c290fb9e9ea7b2"
"spotify:artist:2Sqr0DXoaYABbjBo9HaMkM","Sara Bareilles","Pop, Rock",1888812,66,"https://i.scdn.co/image/ab6761610000e5eb0bae7cfd3b32b10154e0b8b3"
"spotify:artist:1GhPHrq36VKCY3ucVaZCfo","The Chemical Brothers","EDM",1888218,63,"https://i.scdn.co/image/ab6761610000e5ebae05213e52565bfd7e7489b3"
"spotify:artist:09hVIj6vWgoCDtT03h8ZCa","A Tribe Called Quest","Hip-Hop",1878971,68,"https://i.scdn.co/image/ab6761610000e5eb774d73ae6796b6f437d89db9"
"spotify:artist:1n2pb9Tsfe4SwAjmUac6YT","Jake Owen","Country",1870454,67,"https://i.scdn.co/image/ab6761610000e5eb730f3d62d2df4bc8e2853bc6"
"spotify:artist:6eJqAWJdd8JhAN1pQGie4r","Casting Crowns","Rock",1866306,66,"https://i.scdn.co/image/ab6761610000e5ebec86bff8e4055a570d4c6c8c"
"spotify:artist:5xkAtLTf309LAGZTbvULBn","Ruel","Pop",1866003,70,"https://i.scdn.co/image/ab6761610000e5eb5cc0fe13b5a96e40814f1670"
